Id,Score
223858,4.0
1629372,4.0
594532,4.0
1533089,4.0
1387573,4.0
1082050,4.0
1674838,4.0
690744,4.0
514093,4.0
1581821,4.0
882897,4.0
1286679,4.0
9427,4.0
328038,4.0
1564635,4.0
448832,4.0
1563639,4.0
393954,4.0
903300,4.0
787647,4.0
1471375,4.0
917394,4.0
770435,4.0
176166,4.0
361469,4.0
1499095,4.0
548112,4.0
1488652,4.0
1027641,4.0
1685842,4.0
1018661,4.0
812744,4.0
1325147,4.0
390265,4.0
1169777,4.0
1558835,4.0
1374536,4.0
796136,4.0
346098,4.0
1233087,4.0
179151,4.0
1275362,4.0
920278,4.0
733850,4.0
1533117,4.0
410220,4.0
1055979,4.0
1182465,4.0
527911,4.0
1639161,4.0
430698,4.0
1163568,4.0
1125241,4.0
951316,4.0
496233,4.0
273309,4.0
182003,4.0
1378733,4.0
215482,4.0
1532289,4.0
1054631,4.0
396362,4.0
990319,4.0
1445695,4.0
649248,4.0
1008423,4.0
856502,4.0
108142,4.0
237271,4.0
1180409,4.0
807335,4.0
1683864,4.0
61602,4.0
753132,4.0
605479,4.0
1601567,4.0
987278,4.0
1177846,4.0
313556,4.0
265397,4.0
247104,4.0
721006,4.0
960380,4.0
788175,4.0
634310,4.0
339265,4.0
1085942,4.0
846629,4.0
1597065,4.0
1291667,4.0
1319299,4.0
797995,4.0
983613,4.0
1233526,4.0
494830,4.0
1692034,4.0
1265974,4.0
952055,4.0
1676311,4.0
399513,4.0
1591312,4.0
1266069,4.0
642580,4.0
1061414,4.0
442717,4.0
1502709,4.0
1011772,4.0
390255,4.0
636967,4.0
1002378,4.0
1206381,4.0
1078346,4.0
236456,4.0
243899,4.0
1108162,4.0
476296,4.0
409244,4.0
1427660,4.0
1223179,4.0
991375,4.0
978089,4.0
902826,4.0
509754,4.0
699474,4.0
324432,4.0
1307849,4.0
46445,4.0
943719,4.0
1341482,4.0
248620,4.0
267594,4.0
1310573,4.0
424099,4.0
491020,4.0
347803,4.0
457710,4.0
453269,4.0
418976,4.0
332390,4.0
1047526,4.0
334175,4.0
403650,4.0
185979,4.0
1640633,4.0
1487796,4.0
865739,4.0
1579934,4.0
304506,4.0
1462620,4.0
1583520,4.0
981247,4.0
549897,4.0
415228,4.0
798058,4.0
1520861,4.0
410091,4.0
156104,4.0
178415,4.0
253608,4.0
541569,4.0
300939,4.0
331346,4.0
587454,4.0
28463,4.0
678445,4.0
1233895,4.0
1135354,4.0
176421,4.0
713438,4.0
1368674,4.0
623263,4.0
1606056,4.0
1690032,4.0
999715,4.0
584050,4.0
1443359,4.0
1364706,4.0
685626,4.0
1270987,4.0
462660,4.0
1049380,4.0
1187194,4.0
1635256,4.0
1169341,4.0
381033,4.0
1523416,4.0
847028,4.0
1325519,4.0
627833,4.0
646975,4.0
401184,4.0
1521754,4.0
1425400,4.0
1508359,4.0
425719,4.0
1060785,4.0
638345,4.0
1416165,4.0
1177172,4.0
1026975,4.0
1483237,4.0
694518,4.0
761478,4.0
203990,4.0
1321479,4.0
18239,4.0
562609,4.0
151120,4.0
220699,4.0
994494,4.0
805381,4.0
1046186,4.0
927171,4.0
1439330,4.0
586939,4.0
687961,4.0
499472,4.0
718057,4.0
783110,4.0
253998,4.0
1117552,4.0
1097814,4.0
403072,4.0
793686,4.0
1290874,4.0
1562945,4.0
663773,4.0
1192069,4.0
1390554,4.0
534336,4.0
768340,4.0
1564703,4.0
1429859,4.0
995280,4.0
312770,4.0
438512,4.0
979525,4.0
737175,4.0
826798,4.0
1495142,4.0
1381346,4.0
1038592,4.0
601006,4.0
716223,4.0
701443,4.0
360453,4.0
782542,4.0
288061,4.0
1242465,4.0
1538564,4.0
706652,4.0
504178,4.0
1058464,4.0
347041,4.0
639938,4.0
944050,4.0
165378,4.0
1253655,4.0
1317206,4.0
24642,4.0
506668,4.0
248644,4.0
1642840,4.0
1082967,4.0
1041646,4.0
1695424,4.0
1419379,4.0
1583878,4.0
63446,4.0
62730,4.0
1075897,4.0
1469302,4.0
943226,4.0
783756,4.0
262993,4.0
130350,4.0
846701,4.0
1576571,4.0
619384,4.0
444995,4.0
83,4.0
1195888,4.0
871698,4.0
208767,4.0
928396,4.0
503462,4.0
85661,4.0
1321521,4.0
1377750,4.0
598599,4.0
1262680,4.0
721724,4.0
758715,4.0
901178,4.0
843042,4.0
70038,4.0
192495,4.0
987186,4.0
29439,4.0
1661476,4.0
898491,4.0
784561,4.0
42544,4.0
1373122,4.0
768161,4.0
1206677,4.0
704771,4.0
1453411,4.0
1475008,4.0
321826,4.0
896910,4.0
964366,4.0
294034,4.0
415939,4.0
1304388,4.0
676305,4.0
789824,4.0
59609,4.0
1238644,4.0
441095,4.0
359791,4.0
1459031,4.0
1225973,4.0
232935,4.0
870400,4.0
1452816,4.0
1391181,4.0
1572921,4.0
362861,4.0
1225826,4.0
742997,4.0
663536,4.0
161906,4.0
998333,4.0
1591979,4.0
411255,4.0
280080,4.0
706035,4.0
1398011,4.0
873369,4.0
190096,4.0
649197,4.0
995204,4.0
31536,4.0
1248778,4.0
497771,4.0
685759,4.0
385718,4.0
1343148,4.0
1330840,4.0
1516107,4.0
944940,4.0
359612,4.0
913156,4.0
1672426,4.0
1487647,4.0
875364,4.0
1545313,4.0
1636440,4.0
967808,4.0
1257201,4.0
1165927,4.0
875188,4.0
1538459,4.0
1310045,4.0
1087160,4.0
1024482,4.0
1674712,4.0
1397800,4.0
1010001,4.0
496007,4.0
480034,4.0
1625125,4.0
608720,4.0
1667543,4.0
1216758,4.0
706743,4.0
363466,4.0
837661,4.0
976807,4.0
602964,4.0
809991,4.0
207824,4.0
1056116,4.0
122208,4.0
891313,4.0
774802,4.0
1141817,4.0
85992,4.0
1015254,4.0
662129,4.0
23308,4.0
488592,4.0
678457,4.0
689982,4.0
1187240,4.0
632240,4.0
248312,4.0
72682,4.0
822510,4.0
446222,4.0
148401,4.0
124153,4.0
1011698,4.0
812068,4.0
456537,4.0
712544,4.0
1100490,4.0
775341,4.0
18790,4.0
1400017,4.0
516273,4.0
888895,4.0
245450,4.0
584914,4.0
424039,4.0
1677866,4.0
1629406,4.0
803173,4.0
159043,4.0
931982,4.0
818184,4.0
71843,4.0
855378,4.0
1086964,4.0
1123394,4.0
1382936,4.0
1441996,4.0
552839,4.0
139094,4.0
828196,4.0
797001,4.0
421038,4.0
459149,4.0
146754,4.0
1278932,4.0
160581,4.0
147897,4.0
354916,4.0
394997,4.0
878097,4.0
962267,4.0
1620525,4.0
1494227,4.0
1589698,4.0
1440283,4.0
1194047,4.0
1099761,4.0
1195064,4.0
306622,4.0
588558,4.0
1274973,4.0
1312653,4.0
271445,4.0
609865,4.0
470654,4.0
862057,4.0
316954,4.0
1278998,4.0
381012,4.0
1516549,4.0
1217903,4.0
67265,4.0
1084413,4.0
1320040,4.0
1580031,4.0
33136,4.0
1505976,4.0
191498,4.0
1136103,4.0
845632,4.0
164507,4.0
1075830,4.0
1662392,4.0
75604,4.0
1555987,4.0
1405779,4.0
1048249,4.0
493269,4.0
1662510,4.0
724680,4.0
1043122,4.0
472910,4.0
1218655,4.0
1665048,4.0
1158346,4.0
1292996,4.0
1521390,4.0
346522,4.0
768298,4.0
1499211,4.0
346799,4.0
1423075,4.0
252340,4.0
491591,4.0
1284117,4.0
121062,4.0
1006957,4.0
1653767,4.0
339800,4.0
1267481,4.0
232769,4.0
627403,4.0
1202837,4.0
40428,4.0
99144,4.0
1541816,4.0
1065498,4.0
1254032,4.0
666661,4.0
556443,4.0
913629,4.0
1394296,4.0
993042,4.0
1673348,4.0
1664694,4.0
387583,4.0
1543809,4.0
1029740,4.0
190190,4.0
372727,4.0
1554457,4.0
1724,4.0
393101,4.0
1162749,4.0
1181865,4.0
774047,4.0
762149,4.0
373843,4.0
686711,4.0
983707,4.0
454663,4.0
1191592,4.0
52492,4.0
830441,4.0
1054108,4.0
649919,4.0
1595227,4.0
1304005,4.0
510211,4.0
791229,4.0
746538,4.0
295771,4.0
471622,4.0
1667651,4.0
1455941,4.0
367456,4.0
552078,4.0
1696242,4.0
1318515,4.0
403095,4.0
1272735,4.0
147385,4.0
1523658,4.0
219137,4.0
1263697,4.0
44581,4.0
1428285,4.0
922288,4.0
521749,4.0
908893,4.0
29888,4.0
620448,4.0
83902,4.0
1526209,4.0
245038,4.0
566406,4.0
1241386,4.0
1336376,4.0
1389817,4.0
1401150,4.0
1166744,4.0
1654374,4.0
1428734,4.0
1640503,4.0
1328497,4.0
580757,4.0
510751,4.0
1050035,4.0
914566,4.0
758398,4.0
329728,4.0
217164,4.0
1430417,4.0
745545,4.0
294517,4.0
150492,4.0
1694283,4.0
955785,4.0
22944,4.0
859181,4.0
1397475,4.0
970239,4.0
131953,4.0
139315,4.0
1630379,4.0
125866,4.0
1046017,4.0
305002,4.0
756374,4.0
1044086,4.0
1321566,4.0
1137359,4.0
601307,4.0
891943,4.0
1181134,4.0
1401801,4.0
613673,4.0
463568,4.0
1325923,4.0
456716,4.0
418924,4.0
991840,4.0
1148789,4.0
602762,4.0
1546992,4.0
1276144,4.0
779010,4.0
424772,4.0
611945,4.0
502164,4.0
384123,4.0
1609668,4.0
151605,4.0
1331953,4.0
1493179,4.0
1630441,4.0
1297289,4.0
106318,4.0
1280126,4.0
404294,4.0
485583,4.0
859751,4.0
88100,4.0
1406142,4.0
156192,4.0
453170,4.0
94973,4.0
92929,4.0
260081,4.0
1106951,4.0
918014,4.0
542084,4.0
72826,4.0
1316289,4.0
699739,4.0
1100710,4.0
1308864,4.0
959386,4.0
917181,4.0
1270662,4.0
762787,4.0
681974,4.0
1137983,4.0
869373,4.0
33121,4.0
862202,4.0
1517474,4.0
1477751,4.0
220796,4.0
1669943,4.0
145231,4.0
1647566,4.0
656636,4.0
434458,4.0
150577,4.0
648866,4.0
1158004,4.0
779960,4.0
163736,4.0
1180328,4.0
31574,4.0
1172049,4.0
477893,4.0
1283518,4.0
585347,4.0
101645,4.0
306502,4.0
1449037,4.0
1600983,4.0
1617433,4.0
920415,4.0
1687664,4.0
1443294,4.0
1140397,4.0
1518459,4.0
1269450,4.0
1503057,4.0
1266893,4.0
871925,4.0
1588911,4.0
355142,4.0
925930,4.0
460725,4.0
1534364,4.0
405874,4.0
605406,4.0
865372,4.0
1258561,4.0
312613,4.0
1307157,4.0
869106,4.0
1227084,4.0
484525,4.0
840312,4.0
1545181,4.0
657332,4.0
156131,4.0
1382821,4.0
1540977,4.0
103354,4.0
1685705,4.0
950968,4.0
1556103,4.0
514349,4.0
921191,4.0
732136,4.0
1029556,4.0
1062359,4.0
980348,4.0
1504754,4.0
801701,4.0
881576,4.0
1150262,4.0
422415,4.0
333501,4.0
958849,4.0
879531,4.0
394685,4.0
945465,4.0
51935,4.0
1689768,4.0
258249,4.0
1538547,4.0
1196405,4.0
1337893,4.0
985412,4.0
1393120,4.0
1424292,4.0
1074413,4.0
981982,4.0
485074,4.0
1318946,4.0
1163730,4.0
1665323,4.0
826176,4.0
511483,4.0
1244379,4.0
595141,4.0
1215625,4.0
1301950,4.0
796290,4.0
1136277,4.0
887716,4.0
361285,4.0
1598690,4.0
1422532,4.0
946062,4.0
162408,4.0
663197,4.0
947301,4.0
454086,4.0
13425,4.0
535581,4.0
481970,4.0
1176267,4.0
1046872,4.0
1216719,4.0
350958,4.0
1332172,4.0
1175843,4.0
667978,4.0
1004554,4.0
1109384,4.0
1460827,4.0
1373948,4.0
997370,4.0
477704,4.0
896058,4.0
1425596,4.0
1214406,4.0
1382053,4.0
342352,4.0
338889,4.0
436881,4.0
821828,4.0
1455200,4.0
999766,4.0
1146086,4.0
1222084,4.0
806952,4.0
127191,4.0
1266151,4.0
1521077,4.0
1137070,4.0
1640036,4.0
1583427,4.0
1356994,4.0
700215,4.0
1651902,4.0
1052357,4.0
960455,4.0
43582,4.0
995734,4.0
1452876,4.0
1076058,4.0
79193,4.0
973107,4.0
1095632,4.0
381375,4.0
510056,4.0
550282,4.0
596933,4.0
1503826,4.0
1224787,4.0
391265,4.0
1568802,4.0
737179,4.0
1615806,4.0
392419,4.0
569333,4.0
333633,4.0
1204250,4.0
150501,4.0
924233,4.0
1325312,4.0
1674683,4.0
1371130,4.0
1357037,4.0
250801,4.0
1420948,4.0
271368,4.0
1127635,4.0
611402,4.0
1463694,4.0
1538637,4.0
762559,4.0
980324,4.0
1571652,4.0
314162,4.0
369129,4.0
100302,4.0
235870,4.0
477918,4.0
114020,4.0
976046,4.0
190170,4.0
1550423,4.0
691707,4.0
381589,4.0
678391,4.0
294634,4.0
1360828,4.0
1404413,4.0
172285,4.0
960615,4.0
207806,4.0
71853,4.0
702433,4.0
680676,4.0
1391219,4.0
592719,4.0
20395,4.0
334329,4.0
911513,4.0
1355766,4.0
1653546,4.0
543532,4.0
991291,4.0
228671,4.0
1656670,4.0
1600657,4.0
952517,4.0
998245,4.0
718967,4.0
1359598,4.0
163341,4.0
730182,4.0
1182727,4.0
878710,4.0
320925,4.0
517587,4.0
1111573,4.0
1153970,4.0
1084263,4.0
1393595,4.0
1644944,4.0
891768,4.0
1581094,4.0
1330887,4.0
459162,4.0
1160867,4.0
1632403,4.0
49627,4.0
824927,4.0
1111437,4.0
839627,4.0
1088080,4.0
883168,4.0
776887,4.0
1313763,4.0
1448462,4.0
27018,4.0
1675907,4.0
1695555,4.0
1412151,4.0
1680134,4.0
1466542,4.0
313868,4.0
805871,4.0
1142948,4.0
795433,4.0
262929,4.0
255393,4.0
108213,4.0
599980,4.0
634341,4.0
1050731,4.0
716225,4.0
1539345,4.0
484250,4.0
285059,4.0
559468,4.0
1458601,4.0
1255350,4.0
1419002,4.0
1260062,4.0
624584,4.0
1694960,4.0
273778,4.0
1367173,4.0
806183,4.0
200147,4.0
1174758,4.0
1218805,4.0
1048620,4.0
754451,4.0
34434,4.0
89575,4.0
256523,4.0
651416,4.0
1416806,4.0
471630,4.0
1084285,4.0
384692,4.0
456055,4.0
638522,4.0
1437074,4.0
1148761,4.0
48901,4.0
499424,4.0
50042,4.0
1255943,4.0
1657207,4.0
250758,4.0
1191916,4.0
1498786,4.0
575550,4.0
1081599,4.0
108161,4.0
748734,4.0
1240201,4.0
882715,4.0
1547046,4.0
459405,4.0
1599792,4.0
210986,4.0
721371,4.0
342694,4.0
331755,4.0
23579,4.0
1207299,4.0
1341555,4.0
103036,4.0
1299130,4.0
511716,4.0
1110135,4.0
379736,4.0
843201,4.0
1692905,4.0
1309652,4.0
1592940,4.0
1259879,4.0
1438884,4.0
959707,4.0
772242,4.0
540604,4.0
1149480,4.0
663643,4.0
1072033,4.0
1610838,4.0
873672,4.0
129632,4.0
1579682,4.0
1682355,4.0
1296125,4.0
684914,4.0
1597352,4.0
1482289,4.0
230417,4.0
441751,4.0
338451,4.0
1175270,4.0
397172,4.0
537831,4.0
470982,4.0
52754,4.0
1053074,4.0
1642910,4.0
636974,4.0
809566,4.0
1299172,4.0
1392198,4.0
1302698,4.0
1335577,4.0
1436370,4.0
1277609,4.0
28422,4.0
79135,4.0
781147,4.0
331805,4.0
796517,4.0
297526,4.0
980163,4.0
1253166,4.0
256487,4.0
1453708,4.0
188875,4.0
630049,4.0
879997,4.0
404466,4.0
1498914,4.0
1439245,4.0
78019,4.0
1242119,4.0
1431081,4.0
853349,4.0
230197,4.0
1514380,4.0
1166641,4.0
472439,4.0
894069,4.0
281436,4.0
700842,4.0
604669,4.0
1405670,4.0
733868,4.0
1144394,4.0
1512231,4.0
608405,4.0
1456587,4.0
934294,4.0
1119912,4.0
1648270,4.0
289584,4.0
1585717,4.0
410095,4.0
914420,4.0
1004677,4.0
714006,4.0
1196115,4.0
426088,4.0
1103715,4.0
368209,4.0
968109,4.0
1665475,4.0
1506621,4.0
1476554,4.0
35636,4.0
1427459,4.0
1337864,4.0
272510,4.0
240674,4.0
733209,4.0
1052473,4.0
1691011,4.0
199912,4.0
242589,4.0
1654352,4.0
767969,4.0
781301,4.0
759648,4.0
766991,4.0
1383534,4.0
1557407,4.0
1140305,4.0
993473,4.0
830443,4.0
677473,4.0
1201980,4.0
429741,4.0
1211943,4.0
164511,4.0
1386305,4.0
380388,4.0
681919,4.0
5749,4.0
842294,4.0
1592060,4.0
111263,4.0
42320,4.0
421959,4.0
1294903,4.0
683732,4.0
495741,4.0
1387593,4.0
760758,4.0
1408697,4.0
597374,4.0
509135,4.0
979844,4.0
119479,4.0
1068317,4.0
954668,4.0
498666,4.0
56330,4.0
321293,4.0
153796,4.0
1290501,4.0
891227,4.0
1653179,4.0
993495,4.0
494606,4.0
1078127,4.0
1221003,4.0
245421,4.0
815825,4.0
566629,4.0
1002163,4.0
941790,4.0
710494,4.0
1445466,4.0
979224,4.0
1033127,4.0
51203,4.0
1054322,4.0
1120685,4.0
271367,4.0
1098727,4.0
147095,4.0
539714,4.0
224676,4.0
1193723,4.0
707094,4.0
201617,4.0
228641,4.0
1523202,4.0
1423822,4.0
1642193,4.0
718787,4.0
188780,4.0
682921,4.0
4706,4.0
73058,4.0
548451,4.0
757538,4.0
1136616,4.0
438395,4.0
1525998,4.0
1497067,4.0
1508981,4.0
832260,4.0
261847,4.0
525938,4.0
1223706,4.0
1681186,4.0
220697,4.0
1622843,4.0
99533,4.0
925259,4.0
857397,4.0
1196626,4.0
831567,4.0
158603,4.0
1154629,4.0
287872,4.0
847312,4.0
1141450,4.0
488347,4.0
1547381,4.0
629418,4.0
306477,4.0
499709,4.0
891138,4.0
620280,4.0
1359814,4.0
59648,4.0
1573711,4.0
1634105,4.0
652699,4.0
619062,4.0
1438881,4.0
1672978,4.0
1413947,4.0
467123,4.0
1423537,4.0
1231168,4.0
1278736,4.0
700307,4.0
580176,4.0
1689872,4.0
1682913,4.0
412387,4.0
490743,4.0
927076,4.0
333440,4.0
952460,4.0
1506015,4.0
1387404,4.0
928617,4.0
304745,4.0
1102748,4.0
545497,4.0
343577,4.0
153168,4.0
1038976,4.0
596946,4.0
27370,4.0
1142203,4.0
681498,4.0
284394,4.0
1180878,4.0
1580583,4.0
1410764,4.0
1136147,4.0
554764,4.0
679193,4.0
599174,4.0
1646313,4.0
669412,4.0
612655,4.0
1338857,4.0
610280,4.0
343212,4.0
78633,4.0
470111,4.0
1569821,4.0
599175,4.0
83514,4.0
1488884,4.0
1649261,4.0
139958,4.0
1411336,4.0
636620,4.0
185054,4.0
113409,4.0
1203977,4.0
1449375,4.0
1106043,4.0
687547,4.0
1150272,4.0
246457,4.0
891242,4.0
1018534,4.0
205328,4.0
1134645,4.0
1209271,4.0
1292092,4.0
1112646,4.0
1456011,4.0
886503,4.0
1323445,4.0
464514,4.0
1124869,4.0
1480769,4.0
590219,4.0
1117642,4.0
971456,4.0
658635,4.0
235958,4.0
1016088,4.0
120794,4.0
144196,4.0
1697163,4.0
480418,4.0
1647474,4.0
1516836,4.0
404629,4.0
304067,4.0
1526240,4.0
1665937,4.0
1384080,4.0
1172789,4.0
1100275,4.0
1316747,4.0
1468081,4.0
640738,4.0
1203515,4.0
900952,4.0
457589,4.0
35638,4.0
246143,4.0
127826,4.0
1510325,4.0
1119442,4.0
1280420,4.0
1117115,4.0
1114262,4.0
423610,4.0
1108098,4.0
1444212,4.0
729900,4.0
665916,4.0
1298809,4.0
317795,4.0
671310,4.0
919596,4.0
543416,4.0
208404,4.0
1162387,4.0
909588,4.0
1223040,4.0
152838,4.0
535333,4.0
1267828,4.0
714965,4.0
1667107,4.0
1093301,4.0
141892,4.0
47506,4.0
152980,4.0
494843,4.0
135729,4.0
693482,4.0
1567019,4.0
1446641,4.0
742464,4.0
1130823,4.0
632459,4.0
1413415,4.0
571638,4.0
456643,4.0
937506,4.0
115129,4.0
1034733,4.0
1440107,4.0
1402213,4.0
934930,4.0
1029970,4.0
385395,4.0
1625499,4.0
1034951,4.0
636091,4.0
1668875,4.0
1301903,4.0
1477603,4.0
741061,4.0
488068,4.0
462568,4.0
1417270,4.0
899344,4.0
1066994,4.0
508757,4.0
1521026,4.0
1356788,4.0
359218,4.0
15778,4.0
246584,4.0
212434,4.0
1285191,4.0
666621,4.0
1176834,4.0
1684189,4.0
253589,4.0
151007,4.0
1514651,4.0
1130241,4.0
1430495,4.0
638,4.0
763541,4.0
1063662,4.0
380551,4.0
577388,4.0
588296,4.0
633253,4.0
232098,4.0
1170979,4.0
317326,4.0
670732,4.0
605000,4.0
637948,4.0
611136,4.0
591458,4.0
209298,4.0
433817,4.0
1157442,4.0
1183108,4.0
1657004,4.0
406102,4.0
423533,4.0
1256551,4.0
1014450,4.0
1564006,4.0
1251601,4.0
730931,4.0
387364,4.0
1249571,4.0
1103720,4.0
1179047,4.0
224277,4.0
286870,4.0
985681,4.0
1367029,4.0
1535716,4.0
1351308,4.0
1092642,4.0
591921,4.0
612019,4.0
1182769,4.0
938015,4.0
1095916,4.0
1067118,4.0
1269435,4.0
1330350,4.0
7585,4.0
1123691,4.0
1650799,4.0
987081,4.0
173221,4.0
1107217,4.0
923647,4.0
1606555,4.0
1607934,4.0
970062,4.0
1356987,4.0
756733,4.0
912182,4.0
1232726,4.0
1036945,4.0
144510,4.0
156667,4.0
439243,4.0
240936,4.0
1485872,4.0
1149913,4.0
994773,4.0
444685,4.0
1577169,4.0
114850,4.0
130127,4.0
1370021,4.0
965520,4.0
1262652,4.0
1520573,4.0
359145,4.0
1579062,4.0
747021,4.0
1379996,4.0
173763,4.0
568983,4.0
992749,4.0
1292917,4.0
529015,4.0
35555,4.0
652245,4.0
604412,4.0
1193619,4.0
1092601,4.0
628768,4.0
1448089,4.0
1691783,4.0
1288864,4.0
601575,4.0
870398,4.0
1552971,4.0
206189,4.0
529271,4.0
331165,4.0
814936,4.0
1340976,4.0
913001,4.0
1350815,4.0
811122,4.0
1079365,4.0
1313951,4.0
822900,4.0
68929,4.0
693868,4.0
1469972,4.0
267952,4.0
696398,4.0
914727,4.0
92272,4.0
1567323,4.0
351757,4.0
1120832,4.0
195611,4.0
966695,4.0
780586,4.0
1694557,4.0
978379,4.0
1257101,4.0
122370,4.0
1081326,4.0
600209,4.0
61459,4.0
891595,4.0
143313,4.0
3565,4.0
1332549,4.0
118088,4.0
1354657,4.0
96766,4.0
344403,4.0
1622202,4.0
193601,4.0
824263,4.0
813552,4.0
1309388,4.0
1280286,4.0
167170,4.0
85718,4.0
476462,4.0
1266859,4.0
1517106,4.0
312164,4.0
1500278,4.0
1153184,4.0
116574,4.0
8843,4.0
1468805,4.0
916910,4.0
621288,4.0
1147777,4.0
1309599,4.0
1483636,4.0
1298348,4.0
3395,4.0
900508,4.0
222938,4.0
649767,4.0
1212927,4.0
999831,4.0
1505758,4.0
1021197,4.0
1212953,4.0
1375466,4.0
16233,4.0
236263,4.0
610170,4.0
1487870,4.0
1131564,4.0
133801,4.0
495924,4.0
72517,4.0
440911,4.0
213424,4.0
1621273,4.0
1049788,4.0
1468964,4.0
1613182,4.0
173239,4.0
1003755,4.0
1590816,4.0
747060,4.0
205319,4.0
1257560,4.0
709418,4.0
226813,4.0
1080214,4.0
1322129,4.0
97313,4.0
939381,4.0
484669,4.0
118707,4.0
293082,4.0
1539638,4.0
17660,4.0
1278214,4.0
202686,4.0
241264,4.0
455187,4.0
329166,4.0
849345,4.0
1485247,4.0
1611460,4.0
644149,4.0
96871,4.0
1220040,4.0
917926,4.0
1500699,4.0
1229538,4.0
774653,4.0
1600170,4.0
153066,4.0
1123819,4.0
317219,4.0
440658,4.0
201538,4.0
556453,4.0
1162545,4.0
400782,4.0
649829,4.0
37888,4.0
133027,4.0
650015,4.0
1418868,4.0
554232,4.0
1378818,4.0
655098,4.0
285286,4.0
164359,4.0
139843,4.0
205026,4.0
770503,4.0
856291,4.0
336344,4.0
1353163,4.0
1065875,4.0
640593,4.0
305055,4.0
1661779,4.0
106686,4.0
457871,4.0
306749,4.0
1138689,4.0
446128,4.0
33883,4.0
1179243,4.0
775288,4.0
673142,4.0
756307,4.0
176698,4.0
1242818,4.0
1149752,4.0
1569412,4.0
525950,4.0
1626078,4.0
1348824,4.0
318332,4.0
1434305,4.0
158593,4.0
526778,4.0
1674590,4.0
1012134,4.0
1086454,4.0
900627,4.0
1517950,4.0
645757,4.0
889703,4.0
1401596,4.0
15243,4.0
723155,4.0
400995,4.0
1445224,4.0
174294,4.0
1605218,4.0
390770,4.0
780652,4.0
1151490,4.0
1041262,4.0
1170064,4.0
1053993,4.0
1186463,4.0
1345137,4.0
443132,4.0
1659703,4.0
803411,4.0
572690,4.0
1165617,4.0
1362138,4.0
48069,4.0
1570166,4.0
640134,4.0
598428,4.0
1646115,4.0
1052029,4.0
320761,4.0
1073451,4.0
1197005,4.0
1652083,4.0
724754,4.0
1217163,4.0
1678721,4.0
691107,4.0
62092,4.0
396689,4.0
334780,4.0
821141,4.0
1358101,4.0
1000445,4.0
132683,4.0
457264,4.0
960964,4.0
804028,4.0
1360836,4.0
1533886,4.0
814107,4.0
461496,4.0
564649,4.0
862887,4.0
1227429,4.0
1161835,4.0
1614640,4.0
497100,4.0
594210,4.0
1125801,4.0
1299865,4.0
720380,4.0
1651029,4.0
1038179,4.0
377513,4.0
1239335,4.0
1438343,4.0
1423174,4.0
922664,4.0
19630,4.0
976566,4.0
1310089,4.0
625923,4.0
576236,4.0
383731,4.0
721153,4.0
1237293,4.0
518139,4.0
254282,4.0
1671723,4.0
1113765,4.0
438996,4.0
126477,4.0
176675,4.0
1282787,4.0
1367773,4.0
287198,4.0
203823,4.0
326056,4.0
1045679,4.0
1156612,4.0
375353,4.0
80534,4.0
1693746,4.0
1558880,4.0
771729,4.0
71091,4.0
918651,4.0
1591648,4.0
1521787,4.0
1520563,4.0
279002,4.0
1588771,4.0
1422974,4.0
1303208,4.0
387725,4.0
1668843,4.0
10591,4.0
232452,4.0
1563599,4.0
1388581,4.0
1554746,4.0
